"word","AW_POS","pep_id","searchname","PEP_POS","score","word_count","pos_percent","title","publishedat","polarity","art_id","url","category","author","shares"
korruption,149,149,Cédric Wermuth,119,30,413,29,"Politiker über Fifa-Knall: ""Präsident Blatter muss weg!""","2015-05-27T12:11:00Z",0.109166667,2164,http://www.blick.ch/news/politik/politiker-ueber-fifa-knall-praesident-blatter-muss-weg-id3799416.html,news/Politics,Nico Menzato,"{""facebook"": 25}"
bestechung,297,117,Maximilian Reimann,239,58,413,58,"Politiker über Fifa-Knall: ""Präsident Blatter muss weg!""","2015-05-27T12:11:00Z",0.109166667,2164,http://www.blick.ch/news/politik/politiker-ueber-fifa-knall-praesident-blatter-muss-weg-id3799416.html,news/Politics,Nico Menzato,"{""facebook"": 25}"
bestechung,87,149,Cédric Wermuth,85,2,413,21,"Politiker über Fifa-Knall: ""Präsident Blatter muss weg!""","2015-05-27T12:11:00Z",0.109166667,2164,http://www.blick.ch/news/politik/politiker-ueber-fifa-knall-praesident-blatter-muss-weg-id3799416.html,news/Politics,Nico Menzato,"{""facebook"": 25}"
korruption,150,93,Lisa Mazzone,107,43,299,36,Mit fast 110'000 Unterschriften eingereicht: Die Transparenz-Initiative kommt vors Volk! - Blick,"2017-10-10T09:26:00Z",0.0173913036,10821,https://www.blick.ch/news/politik/mit-fast-110000-unterschriften-eingereicht-die-transparenz-initiative-kommt-vors-volk-id7439224.html,news/Politics,,"{""facebook"": 77}"
wahlbetrug,516,32,Rocco Cattaneo,39,477,670,6,Wahlen im Tessin: Rechtspopulisten verteidigen beide Sitze,"2015-04-19T22:05:00Z",0.0370967723,2250,http://www.nzz.ch/schweiz/rechtspopulisten-verteidigen-beide-sitze-1.18525708,news/Politics,Marc Tribelhorn,{}
geldwäscherei,395,88,Christa Markwalder,160,235,549,29,Nationalrat verwässert Potentatengelder-Gesetz,"2015-06-11T06:21:00Z",-0.0606060624,2328,http://www.fuw.ch/newsticker-single/201506100654/nationalrat-verwassert-potentatengelder-gesetz/,news/Business,,{}
korruption,433,45,Beat Flach,388,45,414,94,Korruptions-Ranking: Die Ruag bekommt schlechte Noten,"2015-04-28T10:09:00Z",-0.228260875,2331,http://www.nzz.ch/schweiz/ruag-bekommt-schlechte-korruptions-zensuren-1.18531473,news/Politics,Marc Tribelhorn,{}
korruption,276,69,Barbara Gysi,157,119,414,38,Korruptions-Ranking: Die Ruag bekommt schlechte Noten,"2015-04-28T10:09:00Z",-0.228260875,2331,http://www.nzz.ch/schweiz/ruag-bekommt-schlechte-korruptions-zensuren-1.18531473,news/Politics,Marc Tribelhorn,{}
drogenhandel,302,45,Beat Flach,281,21,396,71,Anschlag wie in Kopenhagen auch in der Schweiz möglich,"2015-02-16T10:16:00Z",-0.0173076931,2339,http://www.aargauerzeitung.ch/schweiz/anschlag-wie-in-kopenhagen-auch-in-der-schweiz-moeglich-128843587,,,"{""googlePlus"": 4}"
betrug,147,48,Sebastian Frehner,103,44,548,19,"Carlo Conti winkt ab, Eymann hält sich bedeckt","2015-01-13T08:29:00Z",0.162820518,2378,http://bazonline.ch/basel/region/Carlo-Conti-winkt-ab-Eymann-haelt-sich-bedeckt/story/11693917,,,"{""facebook"": 1}"
schmiergelder,488,133,Carlo Sommaruga,232,256,663,35,Strafanzeige gegen Glencore nach Enthüllungen in Paradise Papers,"2017-12-19T10:36:00Z",-0.00833333377,11222,https://www.tagesanzeiger.ch/wirtschaft/paradise-papers/Strafanzeige-gegen-Glencore-nach-Enthuellungen-in-Paradise-Papers/story/24923651,news/Politics,Oliver Zihlmann,{}
korruption,505,133,Carlo Sommaruga,232,273,663,35,Strafanzeige gegen Glencore nach Enthüllungen in Paradise Papers,"2017-12-19T10:36:00Z",-0.00833333377,11222,https://www.tagesanzeiger.ch/wirtschaft/paradise-papers/Strafanzeige-gegen-Glencore-nach-Enthuellungen-in-Paradise-Papers/story/24923651,news/Politics,Oliver Zihlmann,{}
korruption,272,133,Carlo Sommaruga,232,40,663,35,Strafanzeige gegen Glencore nach Enthüllungen in Paradise Papers,"2017-12-19T10:36:00Z",-0.00833333377,11222,https://www.tagesanzeiger.ch/wirtschaft/paradise-papers/Strafanzeige-gegen-Glencore-nach-Enthuellungen-in-Paradise-Papers/story/24923651,news/Politics,Oliver Zihlmann,{}
bestechung,352,133,Carlo Sommaruga,232,120,663,35,Strafanzeige gegen Glencore nach Enthüllungen in Paradise Papers,"2017-12-19T10:36:00Z",-0.00833333377,11222,https://www.tagesanzeiger.ch/wirtschaft/paradise-papers/Strafanzeige-gegen-Glencore-nach-Enthuellungen-in-Paradise-Papers/story/24923651,news/Politics,Oliver Zihlmann,{}
bestechung,348,133,Carlo Sommaruga,232,116,663,35,Strafanzeige gegen Glencore nach Enthüllungen in Paradise Papers,"2017-12-19T10:36:00Z",-0.00833333377,11222,https://www.tagesanzeiger.ch/wirtschaft/paradise-papers/Strafanzeige-gegen-Glencore-nach-Enthuellungen-in-Paradise-Papers/story/24923651,news/Politics,Oliver Zihlmann,{}
drogenhandel,541,116,Lukas Reimann,470,71,1356,35,inside-it.ch: Nationalrat für Staatstrojaner und Vorratsdatenspeicherung,"2015-06-19T12:05:00Z",0.000478927192,2467,http://www.inside-it.ch/articles/40474,news/Politics,,"{""facebook"": 1}"
steuerhinterziehung,203,149,Cédric Wermuth,195,8,480,41,Nationalrat will Sparpaket nicht zurückweisen,"2015-05-06T15:39:00Z",0.00921052601,2514,http://bazonline.ch/schweiz/standard/Kein-buergerlicher-Schulterschluss-fuer-drastische-Sparmassnahmen/story/18257622,news/Politics,,{}
korruption,633,69,Barbara Gysi,444,189,636,70,Schlechte Noten für die Ruag,"2015-04-27T20:59:00Z",0.0378205143,2627,http://bazonline.ch/schweiz/standard/Schlechte-Noten-fuer-die-Ruag/story/29388052,news/Business,,"{""facebook"": 4}"
korruption,576,69,Barbara Gysi,444,132,636,70,Schlechte Noten für die Ruag,"2015-04-27T20:59:00Z",0.0378205143,2627,http://bazonline.ch/schweiz/standard/Schlechte-Noten-fuer-die-Ruag/story/29388052,news/Business,,"{""facebook"": 4}"
korruption,520,69,Barbara Gysi,444,76,636,70,Schlechte Noten für die Ruag,"2015-04-27T20:59:00Z",0.0378205143,2627,http://bazonline.ch/schweiz/standard/Schlechte-Noten-fuer-die-Ruag/story/29388052,news/Business,,"{""facebook"": 4}"
betrug,297,52,Bastien Girod,9,288,660,1,Luzerner Gemeinde will Zuwanderung drosseln - mit dem Rezept der Grünen ,"2019-01-16T00:01:00Z",0.105416663,4197,https://bazonline.ch/schweiz/standard/Luzerner-Gemeinde-will-Zuwanderung-drosseln--mit-dem-Rezept-der-Gruenen-/story/29753960,,,{}
beeinflussung,487,52,Bastien Girod,9,478,660,1,Luzerner Gemeinde will Zuwanderung drosseln - mit dem Rezept der Grünen ,"2019-01-16T00:01:00Z",0.105416663,4197,https://bazonline.ch/schweiz/standard/Luzerner-Gemeinde-will-Zuwanderung-drosseln--mit-dem-Rezept-der-Gruenen-/story/29753960,,,{}
korruption,300,171,Nicolás Maduro,228,72,360,63,Maduro als Präsident in Venezuela wiedergewählt,"2018-05-21T13:32:00Z",0.0666666701,7550,https://www.domradio.de/themen/weltkirche/2018-05-21/maduro-als-praesident-venezuela-wiedergewaehlt,news/Politics,,{}
betrug,655,71,Alfred Heer,449,206,795,56,Zürcher Wahlen: Bündnis statt Biss,"2015-04-12T05:28:00Z",0.128999993,2658,http://www.nzz.ch/zuerich/buendnis-statt-biss-1.18519790,news/Politics,Adi Kälin,"{""facebook"": 2}"
betrug,602,72,Bea Heim,437,165,986,44,Bund blockt Preissenkungen bei Medikamenten ab,"2015-04-07T02:37:00Z",0.0423976593,2689,http://www.derbund.ch/wirtschaft/konjunktur/Bund-blockt-Preissenkungen-bei-Medikamenten-ab/story/16259927,news/Business,Gaetan Bally,{}
schwarzgeld,237,113,Hans-Peter Portmann,97,140,262,37,Widmer-Schlumpf wirbt für grosse Steueramnestie,"2015-06-07T21:19:00Z",-0.0718749985,3115,http://www.derbund.ch/schweiz/WidmerSchlumpf-wirbt-fuer-grosse-Steueramnestie/story/30624690,,David Schaffner,{}
korruption,56,113,Hans-Peter Portmann,47,9,176,27,"20 Minuten - «Fifa wird zum Image-Problem für die Schweiz» - News","2015-06-02T15:36:00Z",-0.0149999997,3117,http://www.20min.ch/schweiz/news/story/30691906,,,"{""facebook"": 2}"
korruption,34,113,Hans-Peter Portmann,19,15,176,11,"20 Minuten - «Fifa wird zum Image-Problem für die Schweiz» - News","2015-06-02T15:36:00Z",-0.0149999997,3117,http://www.20min.ch/schweiz/news/story/30691906,,,"{""facebook"": 2}"
steuerhinterziehung,105,113,Hans-Peter Portmann,83,22,257,32,Bürgerliche wollen Amnestie für Steuersünder,"2015-05-10T09:24:00Z",-0.0261904765,3119,http://www.tagesanzeiger.ch/schweiz/Buergerliche-wollen-Amnestie-fuer-Steuersuender/story/23192259,news/Business,Stephan Israel,{}
steuerhinterziehung,315,113,Hans-Peter Portmann,293,22,544,54,Automatischer Informationsaustausch: Vorstoss für Steueramnestie 2017,"2015-05-10T06:45:00Z",0.221839085,3120,http://www.nzz.ch/nzzas/nzz-am-sonntag/vorstoss-fuer-steueramnestie-2017-1.18539435,news/Business,Stefan Bühler,"{""facebook"": 8}"
drogenhandel,398,116,Lukas Reimann,94,304,530,18,Schweizer Nationalrat stimmt für Verschärfung des Überwachungsgesetzes,"2015-06-19T13:41:00Z",-0.0448275879,3141,http://www.heise.de/newsticker/meldung/Schweizer-Nationalrat-stimmt-fuer-Verschaerfung-des-Ueberwachungsgesetzes-2717130.html?wt_mc=rss.ho.beitrag.rdf,news/Politics,Tom Sperlich,"{""facebook"": 14}"
wahlbetrug,1825,116,Lukas Reimann,1139,686,2019,56,«Den früheren Ensy würde ich heute kräftig verprügeln»,"2015-01-09T13:34:00Z",0.0376611426,3172,http://bazonline.ch/basel/gemeinden/Den-frueheren-Ensy-wuerde-ich-heute-kraeftig-verpruegeln/story/15925255,news/Arts_and_Entertainment,,{}
drogenhandel,1709,116,Lukas Reimann,1139,570,2019,56,«Den früheren Ensy würde ich heute kräftig verprügeln»,"2015-01-09T13:34:00Z",0.0376611426,3172,http://bazonline.ch/basel/gemeinden/Den-frueheren-Ensy-wuerde-ich-heute-kraeftig-verpruegeln/story/15925255,news/Arts_and_Entertainment,,{}
korruption,750,171,Nicolás Maduro,366,384,884,41,Der Bremser,"2015-05-09T16:42:00Z",0.0887681171,3536,http://www.derbund.ch/ausland/amerika/Der-Bremser/story/10779144,news/Business,Philippe Stalder,{}
geldwäsche,853,171,Nicolás Maduro,366,487,884,41,Der Bremser,"2015-05-09T16:42:00Z",0.0887681171,3536,http://www.derbund.ch/ausland/amerika/Der-Bremser/story/10779144,news/Business,Philippe Stalder,{}
korruption,587,149,Cédric Wermuth,558,29,787,71,"Die Schweiz, Zuflucht der Kriminellen und Korrupten","2015-05-27T17:13:00Z",0.0500000007,3180,http://bazonline.ch/schweiz/standard/Die-Schweiz-Zuflucht-der-Kriminellen-und-Korrupten/story/27775706,,,"{""facebook"": 5}"
korruption,397,149,Cédric Wermuth,260,137,787,33,"Die Schweiz, Zuflucht der Kriminellen und Korrupten","2015-05-27T17:13:00Z",0.0500000007,3180,http://bazonline.ch/schweiz/standard/Die-Schweiz-Zuflucht-der-Kriminellen-und-Korrupten/story/27775706,,,"{""facebook"": 5}"
bestechung,457,149,Cédric Wermuth,260,197,787,33,"Die Schweiz, Zuflucht der Kriminellen und Korrupten","2015-05-27T17:13:00Z",0.0500000007,3180,http://bazonline.ch/schweiz/standard/Die-Schweiz-Zuflucht-der-Kriminellen-und-Korrupten/story/27775706,,,"{""facebook"": 5}"
bestechung,441,149,Cédric Wermuth,260,181,787,33,"Die Schweiz, Zuflucht der Kriminellen und Korrupten","2015-05-27T17:13:00Z",0.0500000007,3180,http://bazonline.ch/schweiz/standard/Die-Schweiz-Zuflucht-der-Kriminellen-und-Korrupten/story/27775706,,,"{""facebook"": 5}"
bestechung,427,149,Cédric Wermuth,260,167,787,33,"Die Schweiz, Zuflucht der Kriminellen und Korrupten","2015-05-27T17:13:00Z",0.0500000007,3180,http://bazonline.ch/schweiz/standard/Die-Schweiz-Zuflucht-der-Kriminellen-und-Korrupten/story/27775706,,,"{""facebook"": 5}"
korruption,568,171,Nicolás Maduro,544,24,829,66,Venezuela - Obama hilft den Sozialisten,"2015-04-09T16:48:00Z",-0.00754716992,3537,https://www.freitag.de/autoren/josephine-schulz/obama-hilft-den-sozialisten,news/Politics,Josephine Schulz,{}
käuflich,705,88,Christa Markwalder,618,87,1296,48,«Politiker brauchen Hilfe»,"2015-05-16T04:52:00Z",0.0396296307,2924,http://bazonline.ch/schweiz/standard/Politiker-brauchen-Hilfe/story/29122448,news/Business,,{}
korruption,666,88,Christa Markwalder,618,48,1296,48,«Politiker brauchen Hilfe»,"2015-05-16T04:52:00Z",0.0396296307,2924,http://bazonline.ch/schweiz/standard/Politiker-brauchen-Hilfe/story/29122448,news/Business,,{}
korruption,640,88,Christa Markwalder,618,22,1296,48,«Politiker brauchen Hilfe»,"2015-05-16T04:52:00Z",0.0396296307,2924,http://bazonline.ch/schweiz/standard/Politiker-brauchen-Hilfe/story/29122448,news/Business,,{}
korruption,627,88,Christa Markwalder,618,9,1296,48,«Politiker brauchen Hilfe»,"2015-05-16T04:52:00Z",0.0396296307,2924,http://bazonline.ch/schweiz/standard/Politiker-brauchen-Hilfe/story/29122448,news/Business,,{}
korruption,923,133,Carlo Sommaruga,524,399,1037,51,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
korruption,838,133,Carlo Sommaruga,524,314,1037,51,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
korruption,792,133,Carlo Sommaruga,524,268,1037,51,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
korruption,751,133,Carlo Sommaruga,524,227,1037,51,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
korruption,432,133,Carlo Sommaruga,104,328,1037,10,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
korruption,308,133,Carlo Sommaruga,104,204,1037,10,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
bestechung,193,133,Carlo Sommaruga,104,89,1037,10,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
bestechung,127,133,Carlo Sommaruga,104,23,1037,10,Realistische oder halbherzige Antikorruptions-Strategie? - SWI,"2015-06-05T14:33:00Z",0.00994152017,3315,http://www.swissinfo.ch/ger/lex-fifa-im-schweizer-parlament_realistische-oder-halbherzige-antikorruptions-strategie-/41472660,news/Politics,Sonia Fenazzi,"{""facebook"": 9}"
betrug,666,154,Donald Trump,573,93,873,66,WEF knausert bei Kosten für Sicherheit | St.Galler Tagblatt,"2019-01-13T04:14:00Z",0.0463636369,4215,https://www.tagblatt.ch/schweiz/wef-knausert-bei-kosten-fur-sicherheit-ld.1084720,news/Business,Roger Braun,{}
geldwäscherei,378,160,Michel Platini,336,42,445,76,Blatter-Rücktritt: «Die richtige Entscheidung»,"2015-06-03T05:59:00Z",0.189444438,3316,http://www.handelszeitung.ch/unternehmen/blatter-ruecktritt-die-richtige-entscheidung-792112,news/Business,,{}
korruption,245,149,Cédric Wermuth,226,19,445,51,Blatter-Rücktritt: «Die richtige Entscheidung»,"2015-06-03T05:59:00Z",0.189444438,3316,http://www.handelszeitung.ch/unternehmen/blatter-ruecktritt-die-richtige-entscheidung-792112,news/Business,,{}
bestechung,247,149,Cédric Wermuth,226,21,445,51,Blatter-Rücktritt: «Die richtige Entscheidung»,"2015-06-03T05:59:00Z",0.189444438,3316,http://www.handelszeitung.ch/unternehmen/blatter-ruecktritt-die-richtige-entscheidung-792112,news/Business,,{}
schmiergelder,295,133,Carlo Sommaruga,124,171,340,36,Neues Korruptionsstrafrecht: «Lex Fifa» auf der Zielgeraden,"2015-05-28T10:14:00Z",-0.266842097,3317,http://www.nzz.ch/zuerich/lex-fifa-auf-der-zielgeraden-1.18550398,news/Politics,Daniel Fritzsche,{}
bestechung,208,133,Carlo Sommaruga,124,84,340,36,Neues Korruptionsstrafrecht: «Lex Fifa» auf der Zielgeraden,"2015-05-28T10:14:00Z",-0.266842097,3317,http://www.nzz.ch/zuerich/lex-fifa-auf-der-zielgeraden-1.18550398,news/Politics,Daniel Fritzsche,{}
bestechung,177,133,Carlo Sommaruga,124,53,340,36,Neues Korruptionsstrafrecht: «Lex Fifa» auf der Zielgeraden,"2015-05-28T10:14:00Z",-0.266842097,3317,http://www.nzz.ch/zuerich/lex-fifa-auf-der-zielgeraden-1.18550398,news/Politics,Daniel Fritzsche,{}
bestechung,153,133,Carlo Sommaruga,124,29,340,36,Neues Korruptionsstrafrecht: «Lex Fifa» auf der Zielgeraden,"2015-05-28T10:14:00Z",-0.266842097,3317,http://www.nzz.ch/zuerich/lex-fifa-auf-der-zielgeraden-1.18550398,news/Politics,Daniel Fritzsche,{}
geldwäscherei,363,133,Carlo Sommaruga,84,279,492,17,Bundesanwaltschaft zur HSBC: Kein Tatverdacht gegen die Bank,"2015-04-30T11:20:00Z",0.0346153863,3319,http://www.nzz.ch/schweiz/aktuelle-themen/keine-ausreichende-grundlage-fuer-ermittlungen-1.18533190,news/Politics,Marc Tribelhorn,"{""googlePlus"": 4}"
waffenhandel,186,133,Carlo Sommaruga,84,102,492,17,Bundesanwaltschaft zur HSBC: Kein Tatverdacht gegen die Bank,"2015-04-30T11:20:00Z",0.0346153863,3319,http://www.nzz.ch/schweiz/aktuelle-themen/keine-ausreichende-grundlage-fuer-ermittlungen-1.18533190,news/Politics,Marc Tribelhorn,"{""googlePlus"": 4}"
geldwäscherei,791,133,Carlo Sommaruga,745,46,1166,64,Die Managerin des grössten Hotels der Schweiz,"2015-03-02T06:53:00Z",0.0819480494,3327,http://bazonline.ch/wirtschaft/unternehmen-und-konjunktur/Die-Managerin-des-groessten-Hotels-der-Schweiz/story/19763617,news/Business,,{}
korruption,438,149,Cédric Wermuth,281,157,815,34,Fifa präsentiert Rekordzahlen – und bleibt Verein,"2015-03-20T16:24:00Z",0.0403571427,3333,http://bazonline.ch/schweiz/standard/Fifa-praesentiert-Rekordzahlen--und-bleibt-Verein/story/27688083,news/Business,,"{""facebook"": 1}"
betrug,144,138,Michael Töngi,127,17,142,89,Kantonale Wahlen LU: Drei Bisherige in Luzern wiedergewählt,"2015-03-29T15:47:00Z",-0.0636363626,3343,http://www.blick.ch/news/schweiz/kantonale-wahlen-lu-drei-luzerner-regierungsraete-schaffen-die-wahl-im-ersten-durchgang-id3612329.html,news/Politics,,{}
betrug,115,138,Michael Töngi,98,17,111,88,Bürgerliche Männer dominieren Luzerner Regierungsratswahlen,"2015-03-29T15:18:00Z",-0.174999997,3345,http://www.grenchnertagblatt.ch/schweiz/drei-luzerner-regierungsraete-schaffen-die-wahl-im-ersten-durchgang-128984453,news/Politics,Zur Verfügung Gestellt,{}
betrug,155,138,Michael Töngi,138,17,293,47,SP droht Rauswurf aus Luzerner Regierung,"2015-03-29T15:11:00Z",-0.0304347817,3346,http://www.tagesanzeiger.ch/schweiz/Luzerner-bestaetigen-drei-Bisherige/story/22302039,news/Politics,Michael Soukup,{}
bestechung,487,140,Mauro Tuena,333,154,564,59,Fifa-Korruptionsaffäre: «Die Fifa hat für Zürich nach wie vor eine positive Wirkung»,"2015-05-28T13:12:00Z",-0.114583336,3365,http://www.nzz.ch/zuerich/aktuell/die-fifa-hat-fuer-zuerich-nach-wie-vor-eine-positive-wirkung-1.18550729,news/Politics,Daniel Fritzsche,"{""facebook"": 3}"
betrug,277,145,Beat Walti,11,266,283,4,Siegeszug der FDP im Kanton Zürich,"2015-04-12T17:13:00Z",-0.129166663,3402,http://www.tagblatt.ch/aktuell/schweiz/schweiz-sda/Siegeszug-der-FDP-im-Kanton-Zuerich%3Bart253650%2C4188701,news/Politics,,{}
käuflich,478,88,Christa Markwalder,470,8,526,89,Ausgerechnet Public-Affairs-Profi Markwalder tappt in die Lobby-Falle,"2015-05-06T20:55:00Z",-0.000980392215,3415,http://www.oltnertagblatt.ch/schweiz/ausgerechnet-public-affairs-profi-markwalder-tappt-in-die-lobby-falle-129115736,news/Politics,Daniel Fuchs,{}
korruption,333,149,Cédric Wermuth,324,9,561,58,«Lex Fifa»: Korruption soll in der Schweiz von Amtes wegen verfolgt werden,"2015-05-27T21:22:00Z",-0.0241379309,3429,http://www.oltnertagblatt.ch/schweiz/lex-fifa-korruption-soll-in-der-schweiz-von-amtes-wegen-verfolgt-werden-129182414,news/Business,Rinaldo Tibolla,{}
betrug,185,149,Cédric Wermuth,156,29,486,32,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,470,149,Cédric Wermuth,200,270,486,41,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,427,149,Cédric Wermuth,200,227,486,41,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,410,149,Cédric Wermuth,200,210,486,41,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,350,149,Cédric Wermuth,200,150,486,41,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,196,149,Cédric Wermuth,156,40,486,32,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,167,149,Cédric Wermuth,156,11,486,32,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
korruption,457,149,Cédric Wermuth,200,257,486,41,Wie steuerehrlich sind die Schweizer? - Basler Zeitung,"2015-02-13T08:34:00Z",-0.0485294126,3441,http://bazonline.ch/schweiz/Wie-steuerehrlich-sind-die-Schweizer/story/16749867,news/Politics,,"{""facebook"": 3, ""googlePlus"": 3}"
steuerhinterziehung,371,149,Cédric Wermuth,227,144,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,369,149,Cédric Wermuth,227,142,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,344,149,Cédric Wermuth,227,117,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,327,149,Cédric Wermuth,227,100,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,302,149,Cédric Wermuth,227,75,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,285,149,Cédric Wermuth,227,58,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,260,149,Cédric Wermuth,227,33,384,59,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,204,149,Cédric Wermuth,46,158,384,12,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,117,149,Cédric Wermuth,46,71,384,12,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,109,149,Cédric Wermuth,46,63,384,12,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
